Date,title,category,amount,type,id
2014-01-06 12:30:00,Ayam Geprek,Food & Drinks,13950.0,EXPENSE,fdcb145f-4c4f-4ad9-a817-27556dde5ca6
2014-01-06 19:00:00,Nasi Telur,Food & Drinks,17050.0,EXPENSE,8f60334b-13ad-4677-81ba-922afc0cd483
2014-01-07 17:00:00,Bensin,Transport,20000.0,EXPENSE,59fd7681-8b30-4e69-b541-2c921594c5d1
2014-01-07 12:30:00,Ayam Geprek,Food & Drinks,11250.0,EXPENSE,c24161e5-e56a-493b-aefd-4c168b802869
2014-01-07 19:00:00,Pecel Lele,Food & Drinks,13750.0,EXPENSE,44f49f03-603b-4027-a438-9e3e11d768b4
2014-01-08 12:30:00,Mie Ayam,Food & Drinks,13500.0,EXPENSE,a63b4d8f-8811-4456-ad7a-0166eff824d7
2014-01-08 19:00:00,Nasi Campur,Food & Drinks,16500.0,EXPENSE,7919b6ad-b685-490c-be60-ddde587b95d0
2014-01-09 12:30:00,Pecel Lele,Food & Drinks,13950.0,EXPENSE,0d1e551c-b232-4aa0-bfec-4869984a842f
2014-01-09 19:00:00,Nasi Campur,Food & Drinks,17050.0,EXPENSE,a91a332a-5f50-4000-bad2-77e51fe21166
2014-01-10 17:00:00,Bensin,Transport,20000.0,EXPENSE,b8dbd9e7-7499-495e-9a12-0de76f7d3cca
2014-01-10 12:30:00,Soto,Food & Drinks,15300.0,EXPENSE,a114a914-ea6e-49d0-9636-77345a558554
2014-01-10 19:00:00,Mie Ayam,Food & Drinks,18700.0,EXPENSE,b8084b1c-5add-4e25-85ca-4694170539bf
2014-01-11 12:30:00,Nasi Telur,,12600.0,EXPENSE,77a20dbf-2834-4293-a315-aa2f263cba87
2014-01-11 19:00:00,Mie Ayam,Food & Drinks,15400.0,EXPENSE,06126054-4854-490f-9bdf-d3cb399d1bc4
2014-01-12 09:00:00,Laundry,Needs,20000.0,EXPENSE,80c2d99e-b143-4d68-8666-4d4a0704f324
2014-01-12 12:30:00,Ayam Geprek,Food & Drinks,13950.0,EXPENSE,6db821c7-3c6b-4791-bdca-6ed745e6b43a
2014-01-12 19:00:00,Nasi Telur,Food & Drinks,17050.0,EXPENSE,1b65af29-7fa8-4577-a7c0-94676722fca2
2014-01-13 17:00:00,Bensin,Transport,20000.0,EXPENSE,4e85bf8b-e11f-449b-9d9c-ad8a8f23046b
2014-01-13 12:30:00,Nasi Telur,Food & Drinks,10350.0,EXPENSE,be4ee1da-7c95-4ca7-8759-b8c97b97d55c
2014-01-13 19:00:00,Pecel Lele,,12650.0,EXPENSE,ce51e37f-62f0-41c6-a862-739929b21cfb
2014-01-14 12:30:00,Nasi Telur,Food & Drinks,13050.0,EXPENSE,510d603c-1839-4360-bf0a-5d5ed026923a
2014-01-14 19:00:00,Warteg,Food & Drinks,15950.0,EXPENSE,3b79e164-b84c-43f6-a63f-90d409917824
2014-01-15 19:30:00,Belanja Bulanan,Needs,100000.0,EXPENSE,7ea35605-9360-4db3-9ff8-34de8fb6923f
2014-01-15 12:30:00,Pecel Lele,,10350.0,EXPENSE,ec358dd3-498c-481d-8a5d-e968dd1b7eb1
2014-01-15 19:00:00,Nasi Campur,Food & Drinks,12650.0,EXPENSE,004528da-12ce-4091-a40c-7ae825665d5e
2014-01-16 17:00:00,Bensin,Transport,20000.0,EXPENSE,e3d5d80e-d33b-4393-88ab-f6bfc9fcce62
2014-01-16 12:30:00,Ayam Geprek,Food & Drinks,13950.0,EXPENSE,89929f59-4a64-4d13-b813-988018141f63
2014-01-16 19:00:00,Nasi Campur,,17050.0,EXPENSE,42a47e4f-ff51-4dc7-9541-8957e3690284
2014-01-17 12:30:00,Pecel Lele,Food & Drinks,9000.0,EXPENSE,b1d8ec9e-2967-4067-9350-fe2add1a9dbb
2014-01-17 19:00:00,Warteg,Food & Drinks,11000.0,EXPENSE,2c01f3cc-4871-4c08-9956-d71752966b8a
2014-01-18 12:30:00,Soto,Food & Drinks,11700.0,EXPENSE,6e0da150-38ce-4061-a9f0-7d01c9e537fc
2014-01-18 19:00:00,Soto,Food & Drinks,14300.0,EXPENSE,bfca698a-44ea-49bd-b8ae-03f11103d813
2014-01-19 17:00:00,Bensin,Transport,20000.0,EXPENSE,047cdf18-7cbf-46bc-b6f4-4c25b0777b72
2014-01-19 09:00:00,Laundry,Needs,20000.0,EXPENSE,1a0d3458-b8d7-4747-bd28-45e7079c6393
2014-01-19 12:30:00,Soto,Food & Drinks,12600.0,EXPENSE,9e522e49-90ba-4e8e-b3d0-dc3a9568f6f6
2014-01-19 19:00:00,Ayam Geprek,Food & Drinks,15400.0,EXPENSE,732762b0-17ae-405a-9015-78744cbec572
2014-01-20 12:30:00,Pecel Lele,Food & Drinks,13050.0,EXPENSE,f1472f9e-cfcc-401b-a9f3-98441ec6338d
2014-01-20 19:00:00,Warteg,Food & Drinks,15950.0,EXPENSE,6ffbd830-5b20-4017-9b67-aa906a6544fd
2014-01-21 12:30:00,Soto,,10350.0,EXPENSE,bb072659-1d66-473b-bf9f-1fb44b7f84df
2014-01-21 19:00:00,Nasi Campur,Food & Drinks,12650.0,EXPENSE,53d3c3b8-e377-4ca9-a0a2-2deef3871766
2014-01-22 17:00:00,Bensin,Transport,20000.0,EXPENSE,11eac519-761b-4727-aac7-6af40e3b4b4b
2014-01-22 12:30:00,Soto,Food & Drinks,12150.0,EXPENSE,8a37abe0-4af4-44c9-a8c6-c7dcf82205e5
2014-01-22 19:00:00,Nasi Campur,Food & Drinks,14850.0,EXPENSE,d0e96182-4c9e-4b5f-b8d5-0bb6a10ea2ae
2014-01-23 12:30:00,Ayam Geprek,Food & Drinks,14850.0,EXPENSE,16ab91cb-b7a8-4667-bb2c-b63ba1014502
2014-01-23 19:00:00,Ayam Geprek,,18150.0,EXPENSE,fe040ab3-99b1-4f99-9e89-879e4c76fefa
2014-01-24 12:30:00,Warteg,Food & Drinks,10800.0,EXPENSE,44f20090-45c4-4b3e-b36a-8f5b3c846d56
2014-01-24 19:00:00,Nasi Telur,Food & Drinks,13200.0,EXPENSE,83aaea9b-2b45-4cc2-9811-6985d01e5909
2014-01-25 17:00:00,Bensin,Transport,20000.0,EXPENSE,58673f1a-cb3d-4076-bbed-59cdd0c5361d
2014-01-25 12:30:00,Ayam Geprek,Food & Drinks,16200.0,EXPENSE,5400aca0-4219-4637-9733-9e77a3e48250
2014-01-25 19:00:00,Nasi Telur,Food & Drinks,19800.0,EXPENSE,d1ecc6df-a456-4da3-bbf7-0af354f7326c
2014-01-26 09:00:00,Laundry,Needs,20000.0,EXPENSE,003bc8d6-acf9-4af3-a787-7cbf02a673ce
2014-01-26 12:30:00,Nasi Telur,Food & Drinks,16650.0,EXPENSE,16d3bcf6-e734-4006-b1d3-221cf1ad98ce
2014-01-26 19:00:00,Nasi Telur,Food & Drinks,20350.0,EXPENSE,f298acdd-6179-465b-b3a4-2a46460e301f
2014-01-27 12:30:00,Nasi Telur,Food & Drinks,12150.0,EXPENSE,6c88dc95-fca2-4249-a2cb-d2c368e676fb
2014-01-27 19:00:00,Pecel Lele,Food & Drinks,14850.0,EXPENSE,2caa3257-8380-49f6-bfad-a83b4de1aff2
2014-01-28 17:00:00,Bensin,Transport,20000.0,EXPENSE,138134cc-98ea-44e9-b43e-d440227daef3
2014-01-28 12:30:00,Mie Ayam,Food & Drinks,15300.0,EXPENSE,2be451c5-6d76-4c61-9a93-04f5aafea1f7
2014-01-28 19:00:00,Mie Ayam,Food & Drinks,18700.0,EXPENSE,aa176e6a-d014-4d4a-999b-ca3bd81a3b64
2014-01-29 12:30:00,Mie Ayam,Food & Drinks,9900.0,EXPENSE,e166b411-8a95-4d1e-8e0c-1df25f9292a9
2014-01-29 19:00:00,Nasi Telur,Food & Drinks,12100.0,EXPENSE,f50cd0b8-c3e0-438e-bab8-68a668bf344b
2014-01-30 12:30:00,Nasi Campur,Food & Drinks,13050.0,EXPENSE,ab6f0868-bf03-47ea-903e-7f1fc660fdad
2014-01-30 19:00:00,Warteg,Food & Drinks,15950.0,EXPENSE,206d037f-5961-47be-b251-2aaed708b309
2014-01-31 17:00:00,Bensin,Transport,20000.0,EXPENSE,4dcbd06b-5757-463d-9cb9-ca72efbe41ae
2014-01-31 12:30:00,Nasi Telur,Food & Drinks,11700.0,EXPENSE,e4c23eb8-d5d2-40c1-bee9-957830babac4
2014-01-31 19:00:00,Pecel Lele,,14300.0,EXPENSE,ef73c6e4-736e-47ff-ade1-5c6f7c6e84a9
2014-02-01 09:00:00,Kiriman Orang Tua,Income,2500000.0,INCOME,91040374-4226-4f5a-a621-9f47815e1785
2014-02-01 12:30:00,Nasi Campur,Food & Drinks,16200.0,EXPENSE,563e62d8-2740-4051-b352-e1ae7723cb7f
2014-02-01 19:00:00,Soto,Food & Drinks,19800.0,EXPENSE,a8a480e3-17c1-45c5-93e9-1b42f4f5ee9c
2014-02-02 09:00:00,Laundry,Needs,20000.0,EXPENSE,d7d6c62d-41a5-4ae1-967a-2c9a59acf864
2014-02-02 12:30:00,Pecel Lele,Food & Drinks,14400.0,EXPENSE,91dc6bf4-96b7-4f0c-a429-52c7d832b7f5
2014-02-02 19:00:00,Soto,,17600.0,EXPENSE,ca4a79e2-6771-43a9-bccc-de412a038582
2014-02-03 17:00:00,Bensin,Transport,20000.0,EXPENSE,f2c41cbe-39de-4ce1-8b09-68cff6a13987
2014-02-03 12:30:00,Mie Ayam,Food & Drinks,11250.0,EXPENSE,507894bc-c1c0-42d3-8b24-1ba3bd9f0cd6
2014-02-03 19:00:00,Ayam Geprek,Food & Drinks,13750.0,EXPENSE,deeb7c5c-34ed-4632-ba4c-dbae3ce04994
2014-02-04 12:30:00,Nasi Telur,Food & Drinks,9900.0,EXPENSE,3c6667f6-92be-41d3-b336-fbb672919e0a
2014-02-04 19:00:00,Ayam Geprek,Food & Drinks,12100.0,EXPENSE,91a7964d-eb20-4231-a7e6-5e2f7841d428
2014-02-05 11:00:00,Pulsa,Bills & Fees,50000.0,EXPENSE,1ce1d560-0331-4890-8fe4-b4777bcc83bb
2014-02-05 12:30:00,Soto,Food & Drinks,15300.0,EXPENSE,67a8573d-cef5-4735-8c78-33bd95f76af2
2014-02-05 19:00:00,Nasi Campur,Food & Drinks,18700.0,EXPENSE,1d87e9a2-b0b4-4c3c-89c0-fd49e4e7119b
2014-02-06 17:00:00,Bensin,Transport,20000.0,EXPENSE,52186fdc-7eff-4095-a430-900e172eaa5c
2014-02-06 12:30:00,Nasi Campur,Food & Drinks,15300.0,EXPENSE,959cd508-8239-4b6a-9fbe-83fb4f2f0c30
2014-02-06 19:00:00,Warteg,Food & Drinks,18700.0,EXPENSE,40275f04-017f-4d00-93c4-1dcc316ee482
2014-02-07 12:30:00,Mie Ayam,Food & Drinks,14400.0,EXPENSE,bd50d44d-512c-4ac3-a7e7-77d3ea899bc2
2014-02-07 19:00:00,Nasi Campur,Food & Drinks,17600.0,EXPENSE,79aa9826-f66c-444d-9605-637846a456b0
2014-02-08 12:30:00,Pecel Lele,Food & Drinks,11250.0,EXPENSE,22424a63-27bd-4435-98bc-fa05ca4a64f8
2014-02-08 19:00:00,Ayam Geprek,Food & Drinks,13750.0,EXPENSE,bccf692f-d18f-40d1-8bf0-a94660c82709
2014-02-09 17:00:00,Bensin,,20000.0,EXPENSE,d2ab30ef-02d5-4d07-9cd5-3de7d9806e6b
2014-02-09 09:00:00,Laundry,,20000.0,EXPENSE,e8726dd0-4317-4faf-85e0-64e71c065084
2014-02-09 12:30:00,Ayam Geprek,Food & Drinks,17100.0,EXPENSE,d1b0cbd5-2888-412a-927f-74f7dbe3fe37
2014-02-09 19:00:00,Nasi Campur,Food & Drinks,20900.0,EXPENSE,bd9f2b0b-1658-4a11-98fd-a9083aebd831
2014-02-10 12:30:00,Mie Ayam,,15300.0,EXPENSE,fa67fafa-02ed-4b1e-8d15-c451c6604976
2014-02-10 19:00:00,Ayam Geprek,Food & Drinks,18700.0,EXPENSE,e66b5f58-9f45-421a-ba17-e07f8d1c7dab
2014-02-11 12:30:00,Mie Ayam,Food & Drinks,11700.0,EXPENSE,7403d47e-43b1-4520-b767-6f2bddf639ca
2014-02-11 19:00:00,Mie Ayam,,14300.0,EXPENSE,f04bf6b8-bf59-47bb-8782-20550d48b39f
2014-02-12 17:00:00,Bensin,Transport,20000.0,EXPENSE,a59606f5-fa19-4746-9497-98c1021be6e5
2014-02-12 12:30:00,Warteg,Food & Drinks,9450.0,EXPENSE,57753e40-4ed1-4dcf-ac9f-20419ae8ab16
2014-02-12 19:00:00,Ayam Geprek,Food & Drinks,11550.0,EXPENSE,d996d78f-586f-4750-a74d-c16e4261a478
2014-02-13 12:30:00,Soto,Food & Drinks,10800.0,EXPENSE,71d03dc0-3d85-485c-b582-5bdcfdddba95
2014-02-13 19:00:00,Pecel Lele,Food & Drinks,13200.0,EXPENSE,e1fb74c6-cbf4-4c7c-8213-ae0d9c7d43b5
2014-02-14 12:30:00,Pecel Lele,Food & Drinks,13950.0,EXPENSE,bc8d74a1-49b8-4fe4-8d32-f165ae85c8cd
2014-02-14 19:00:00,Soto,Food & Drinks,17050.0,EXPENSE,b3895bae-8adc-4193-8abb-05170d1f5fe4
2014-02-15 19:30:00,Belanja Bulanan,Needs,100000.0,EXPENSE,8d0085ee-1711-402d-8efa-bdd97af7c502
2014-02-15 17:00:00,Bensin,Transport,20000.0,EXPENSE,b09c7876-1f58-40de-a0f0-0cf947e2c8a4
2014-02-15 12:30:00,Nasi Campur,Food & Drinks,15300.0,EXPENSE,0e7a3980-321a-4bc4-8f37-35162b207094
2014-02-15 19:00:00,Pecel Lele,Food & Drinks,18700.0,EXPENSE,72694e89-4d1d-40b7-803f-9d73b3c76720
2014-02-16 09:00:00,Laundry,Needs,20000.0,EXPENSE,14236f50-2fcb-4ed9-9e30-3dfbc85b8706
2014-02-16 12:30:00,Nasi Telur,Food & Drinks,17100.0,EXPENSE,64291d87-ea1d-4165-bcd4-b90a67b35e22
2014-02-16 19:00:00,Nasi Telur,Food & Drinks,20900.0,EXPENSE,1e86ab29-8f7e-43a2-a7f1-133712e6924f
2014-02-17 12:30:00,Nasi Telur,Food & Drinks,14850.0,EXPENSE,3ff72cc6-4f51-4b8e-9e62-444602349e94
2014-02-17 19:00:00,Pecel Lele,Food & Drinks,18150.0,EXPENSE,23eb408d-4681-470c-aeee-bb578245462b
2014-02-18 17:00:00,Bensin,Transport,20000.0,EXPENSE,80cdcd9c-c098-4eef-bf94-1183bfa3eef2
2014-02-18 12:30:00,Nasi Campur,Food & Drinks,9900.0,EXPENSE,707f0652-c000-4777-9787-5bb60f7e3758
2014-02-18 19:00:00,Soto,Food & Drinks,12100.0,EXPENSE,b182e6c8-5f2d-4447-a43a-ec6ee5fe5594
2014-02-19 12:30:00,Soto,Food & Drinks,12600.0,EXPENSE,6ea85125-26c9-4216-9163-cfa3e2ad2909
2014-02-19 19:00:00,Ayam Geprek,Food & Drinks,15400.0,EXPENSE,4123dfd4-266d-4617-8881-e352fb67265b
2014-02-20 12:30:00,Pecel Lele,Food & Drinks,13050.0,EXPENSE,c1509e8b-6623-422d-8e9a-5c3e5a73a9c7
2014-02-20 19:00:00,Nasi Campur,Food & Drinks,15950.0,EXPENSE,be59da9f-d668-4c02-975a-f30af34de344
2014-02-21 17:00:00,Bensin,Transport,20000.0,EXPENSE,c06cfc17-f057-4be8-b0d6-ba99a409671d
2014-02-21 12:30:00,Nasi Telur,Food & Drinks,12150.0,EXPENSE,fdcca41a-d140-45d2-a195-ef89dffc65e7
2014-02-21 19:00:00,Pecel Lele,Food & Drinks,14850.0,EXPENSE,33b022ca-2dba-4fea-ad36-e1bcc62a731e
2014-02-22 12:30:00,Warteg,Food & Drinks,11250.0,EXPENSE,11e47cc6-8c0b-4afd-ae02-43821ddcf8a3
2014-02-22 19:00:00,Pecel Lele,Food & Drinks,13750.0,EXPENSE,e158489d-1907-4130-bb14-445adaf6a274
2014-02-23 09:00:00,Laundry,Needs,20000.0,EXPENSE,f0fbf2b4-1be1-413d-99de-a3e473bb0fc1
2014-02-23 12:30:00,Warteg,Food & Drinks,13950.0,EXPENSE,f0762141-d3e2-4386-8b8d-fa964c93c244
2014-02-23 19:00:00,Mie Ayam,Food & Drinks,17050.0,EXPENSE,468e4738-7532-4c05-b176-70dd449737bd
2014-02-24 17:00:00,Bensin,Transport,20000.0,EXPENSE,184d66dd-829b-4c16-b6b5-c97c906a2962
2014-02-24 12:30:00,Nasi Telur,Food & Drinks,9000.0,EXPENSE,6e7951e6-04c3-433e-a545-3f82462befdb
2014-02-24 19:00:00,Mie Ayam,Food & Drinks,11000.0,EXPENSE,915ea74c-58d3-4ab3-ab50-71e51b10da64
2014-02-25 12:30:00,Pecel Lele,Food & Drinks,9450.0,EXPENSE,d6292de4-8110-468e-880d-bd15d22d7776
2014-02-25 19:00:00,Soto,Food & Drinks,11550.0,EXPENSE,d7b67af6-2630-46bf-bd52-808df939e0c5
2014-02-26 12:30:00,Nasi Telur,Food & Drinks,9000.0,EXPENSE,1bd62a5c-0a9b-4ff9-8f82-9226b28a3389
2014-02-26 19:00:00,Mie Ayam,Food & Drinks,11000.0,EXPENSE,bc043746-0625-4b28-9a59-8406c576ec32
2014-02-27 17:00:00,Bensin,Transport,20000.0,EXPENSE,068d5388-2fff-4d57-a712-66576d594b36
2014-02-27 12:30:00,Pecel Lele,Food & Drinks,10800.0,EXPENSE,9f770555-6ef5-4647-a3b9-dacdfcbb8505
2014-02-27 19:00:00,Warteg,Food & Drinks,13200.0,EXPENSE,1f5b4ebd-c4e4-466e-bba5-1e31438a6dd9
2014-02-28 12:30:00,Pecel Lele,,11700.0,EXPENSE,0a0ca601-b44d-4f8c-8414-9aa4d9a6da0c
2014-02-28 19:00:00,Nasi Campur,Food & Drinks,14300.0,EXPENSE,95121e7d-5876-4142-9534-d3177f9ec462
2014-03-01 09:00:00,Kiriman Orang Tua,Income,2500000.0,INCOME,7fcc307d-2129-41cf-9c20-651d18006675
2014-03-01 12:30:00,Nasi Telur,,18000.0,EXPENSE,f470a447-11f3-4442-93ad-3dba0717d3a7
2014-03-01 19:00:00,Nasi Campur,Food & Drinks,22000.0,EXPENSE,538cbf5d-b136-4667-89de-9abb0809273d
2014-03-02 17:00:00,Bensin,Transport,20000.0,EXPENSE,229759ce-5374-4251-b503-5ce831d5d8d4
2014-03-02 09:00:00,Laundry,Needs,20000.0,EXPENSE,1bfe1d40-f7c0-49b7-bad0-b2cc3d8acd21
2014-03-02 12:30:00,Pecel Lele,Food & Drinks,15300.0,EXPENSE,f8096e72-e59b-42c2-b5b3-a4c94b854413
2014-03-02 19:00:00,Warteg,Food & Drinks,18700.0,EXPENSE,e4e4f072-4a9f-4d74-8663-c1bdbead36a7
2014-03-03 12:30:00,Nasi Campur,Food & Drinks,15750.0,EXPENSE,892b2e05-dae7-46e7-a5e8-37c93f7aee9a
2014-03-03 19:00:00,Nasi Telur,Food & Drinks,19250.0,EXPENSE,ff28c068-3b5f-4483-8f6b-9511e6f4ef65
2014-03-04 12:30:00,Soto,Food & Drinks,13500.0,EXPENSE,210bce80-44b1-4b66-b6a3-d9f624f77cd1
2014-03-04 19:00:00,Ayam Geprek,,16500.0,EXPENSE,9b9d8e79-3d15-4e5f-ae86-70d4b1280b57
2014-03-05 11:00:00,Pulsa,Bills & Fees,50000.0,EXPENSE,07af92e4-5db7-4263-b70e-191ab94db641
2014-03-05 17:00:00,Bensin,Transport,20000.0,EXPENSE,fdd6f23f-015f-414e-a6ba-842ccb7a9179
2014-03-05 12:30:00,Mie Ayam,Food & Drinks,13950.0,EXPENSE,f2dac0db-d4db-4a78-a745-9990ef77e248
2014-03-05 19:00:00,Pecel Lele,Food & Drinks,17050.0,EXPENSE,25d026e4-9871-48ff-bf00-0a94be39a811
2014-03-05 20:00:00,Kebutuhan Darurat,Health,12000.0,EXPENSE,0ef74134-40b2-4402-8d0a-a22a4e7c7c44
2014-03-06 12:30:00,Mie Ayam,Food & Drinks,15300.0,EXPENSE,9c2de331-223e-4c1f-b8e4-f3b1649429ec
2014-03-06 19:00:00,Pecel Lele,Food & Drinks,18700.0,EXPENSE,8af160d5-5b8d-4add-9df6-dd47373f6939
2014-03-07 12:30:00,Nasi Telur,Food & Drinks,10350.0,EXPENSE,d7dc62c7-21c0-4d6d-87a8-51595922961f
2014-03-07 19:00:00,Nasi Telur,Food & Drinks,12650.0,EXPENSE,3f838a95-0c40-43b9-8e9b-bdef6abb3416
2014-03-08 17:00:00,Bensin,Transport,20000.0,EXPENSE,5d2590da-94d5-4f7b-ab2f-05d0acd1ef34
2014-03-08 12:30:00,Warteg,Food & Drinks,13950.0,EXPENSE,8c885301-0043-477e-b2f4-db651238586c
2014-03-08 19:00:00,Nasi Telur,Food & Drinks,17050.0,EXPENSE,0d17f19b-e008-46e9-b279-23ebb2c1e4e5
2014-03-09 09:00:00,Laundry,Needs,20000.0,EXPENSE,95d829cc-ce03-41a1-bbf1-05e0d225e45b
2014-03-09 12:30:00,Nasi Telur,Food & Drinks,14850.0,EXPENSE,7b3574e7-33d7-481c-9f3c-77c05f44b3fc
2014-03-09 19:00:00,Warteg,Food & Drinks,18150.0,EXPENSE,ca28880d-4daf-4daf-82d4-8e9fa29a626f
2014-03-10 12:30:00,Warteg,Food & Drinks,14850.0,EXPENSE,413e3c7c-deaf-4516-bea7-1340cca44ff6
2014-03-10 19:00:00,Mie Ayam,,18150.0,EXPENSE,b193d988-0ac6-4c81-b3db-765242b5e536
2014-03-11 17:00:00,Bensin,Transport,20000.0,EXPENSE,ed0b7c06-c483-465e-a5a8-1014832b9885
2014-03-11 12:30:00,Nasi Telur,Food & Drinks,13050.0,EXPENSE,ff4c718a-e834-4af2-9c11-bc28ef73613d
2014-03-11 19:00:00,Pecel Lele,,15950.0,EXPENSE,f82eb66d-a4dc-4aea-b5e7-c7ff44ea87d5
2014-03-12 12:30:00,Nasi Telur,Food & Drinks,9450.0,EXPENSE,ade336d7-60c8-407d-b377-809176106240
2014-03-12 19:00:00,Soto,Food & Drinks,11550.0,EXPENSE,5ee270e9-92e3-4cef-80f2-c93f4c82d13c
2014-03-13 12:30:00,Mie Ayam,Food & Drinks,10800.0,EXPENSE,b22bdce6-0b38-4859-8005-9769f0db3d3d
2014-03-13 19:00:00,Nasi Campur,Food & Drinks,13200.0,EXPENSE,b5e4fbb1-14b3-4634-af3f-4ca933210d35
2014-03-14 17:00:00,Bensin,Transport,20000.0,EXPENSE,f3f044c5-dbd8-4f7a-8edb-72a5ec76d27a
2014-03-14 12:30:00,Mie Ayam,Food & Drinks,9900.0,EXPENSE,c1a2983e-c7f7-40df-9da0-5ef76355e353
2014-03-14 19:00:00,Mie Ayam,,12100.0,EXPENSE,ed80114d-034e-4819-b09f-7e25c7feca7d
2014-03-15 19:30:00,Belanja Bulanan,Needs,100000.0,EXPENSE,cfa468a0-8a27-449c-9efc-97a94477056d
2014-03-15 12:30:00,Nasi Telur,,13500.0,EXPENSE,9126e612-b8db-40a6-b5a2-acd6071f34cb
2014-03-15 19:00:00,Pecel Lele,Food & Drinks,16500.0,EXPENSE,3da54bae-eeaa-4ef9-b4c4-c2126c205ac0
2014-03-16 09:00:00,Laundry,Needs,20000.0,EXPENSE,062ada09-79c2-4901-99d1-6c29026e8f5f
2014-03-16 12:30:00,Pecel Lele,Food & Drinks,14400.0,EXPENSE,360df0de-360f-4fe8-9a90-9a593f0315d0
2014-03-16 19:00:00,Soto,Food & Drinks,17600.0,EXPENSE,eeb826d9-e9cb-4198-89ec-2231428d57c0
2014-03-17 17:00:00,Bensin,Transport,20000.0,EXPENSE,43cc2c1f-e905-4b7f-ba67-1cbcf4d654b2
2014-03-17 12:30:00,Mie Ayam,Food & Drinks,14850.0,EXPENSE,61894f9b-2dba-44b1-8ad5-f7dc661bb59d
2014-03-17 19:00:00,Soto,Food & Drinks,18150.0,EXPENSE,cfb8709f-ff91-4e8d-bc0a-43a4f697d25d
2014-03-18 12:30:00,Ayam Geprek,Food & Drinks,12600.0,EXPENSE,fd1599fa-2652-4c9c-a953-95d2d1673f5e
2014-03-18 19:00:00,Warteg,Food & Drinks,15400.0,EXPENSE,5057d332-d598-4aef-a97a-6ff33992d3eb
2014-03-19 12:30:00,Warteg,Food & Drinks,9450.0,EXPENSE,7e2e5b07-28f6-457c-8bb1-751806c7297a
2014-03-19 19:00:00,Soto,Food & Drinks,11550.0,EXPENSE,e3c0fcef-b63a-4e29-bd51-576d79890163
2014-03-20 17:00:00,Bensin,Transport,20000.0,EXPENSE,72463726-fdd9-4859-b72c-438a68dce45c
2014-03-20 12:30:00,Nasi Telur,,14400.0,EXPENSE,c1c79bfd-af8c-4584-9c3c-cf81dcc9c3a4
2014-03-20 19:00:00,Pecel Lele,Food & Drinks,17600.0,EXPENSE,c7de20ec-30e7-4d8f-8c69-890fb01d104f
2014-03-21 12:30:00,Soto,Food & Drinks,9000.0,EXPENSE,cf62122a-e178-4bfc-a728-c9513d401576
2014-03-21 19:00:00,Ayam Geprek,Food & Drinks,11000.0,EXPENSE,b85c071c-88a7-4488-8a7f-6383e246622d
2014-03-22 12:30:00,Nasi Campur,Food & Drinks,14400.0,EXPENSE,76dd39c6-1604-44b7-b36b-6de51501c704
2014-03-22 19:00:00,Mie Ayam,Food & Drinks,17600.0,EXPENSE,c5a179f6-03db-46de-a2f1-37253e06a8c2
2014-03-23 17:00:00,Bensin,Transport,20000.0,EXPENSE,21b0f12a-7b06-4c0e-8f97-b8fb323e6d19
2014-03-23 09:00:00,Laundry,Needs,20000.0,EXPENSE,6bc2c580-6d83-4b0c-9222-ac8568fef509
2014-03-23 12:30:00,Pecel Lele,Food & Drinks,11250.0,EXPENSE,3011b1e1-996c-4024-b605-a5f112a9de55
